WrongStripedMap1Bad,0.5,1000
WrongStripedMap1Bad,0.8,1000
WrongStripedMap2Bad,0.5,1000
WrongStripedMap2Bad,0.8,1000
WrongStripedMap3Bad,0.5,1000
WrongStripedMap3Bad,0.8,1000
WrongStripedMap4Bad,0.5,41
WrongStripedMap4Bad,0.8,72
WrongStripedMap4Bad,0.9,132
WrongStripedMap4Bad,0.95,250
WrongStripedMap4Bad,0.99,543
WrongStripedMap4Bad,0.999,1000
